State,Institute
Maharashtra,P.E.S. COLLEGE OF ENGINEERING
Maharashtra,"P.G. DEPTT. OF COMP. SCI. & TECH., D.C.P.E., HVP MANDAL AMRAVATI"
Maharashtra,P.R.PATIL COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,P.S.G.V.P.MANDAL'S COLLEGE OF PHARMACY
Maharashtra,P.S.G.V.P.MANDAL'S INSTITUTE OF PHARMACY(D.PHARMACY)
Maharashtra,"ENGINEERING, MANAGEMENT & RESEARCH"
Maharashtra,PAD.DR.D.Y.PATIL COLLEGE OF APPLIED ARTS & CRAFTS
Maharashtra,PAD.DR.D.Y.PATIL INSTITUTE OF MASTER OF COMPUTER APPLICATIONS
Maharashtra,PADM.DR.D.Y.PATIL COLLEGE OF PHARMACY
Maharashtra,"PATIL INSTITUTE OF TECHNOLOGY, PUNE"
Maharashtra,PADMABHOOSHAN VASANTRAODADA PATIL INSTITUTE OF TECHNOLOGY
Maharashtra,PADMABHOOSHAN VASANTRAODADA PATIL INSTITUTE OF TECHNOLOGY
Maharashtra,PADMASHREE DR. D. Y. PATIL B- SCHOOL
Maharashtra,INSTITUTE OF ENGINEERING & TECHNOLOGY
Maharashtra,PADMASHREE DR. D.Y.PATIL INSTITUTE OF PHARMACY (D.PHARM)
Maharashtra,PADMASHREE DR.D.Y.PATIL INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,"PATIL COLLEGE OF ENGINEERING, AHMEDNAGAR"
Maharashtra,PADMASHRI DR. V.B. KOLTE COLLEGE OF ENGINEERING
Maharashtra,PATIL FOUNDATION'S COLLEGE OF PHARMACY
Maharashtra,TECHNOLOGY AND MANAGEMENT STUDIES
Maharashtra,PARIKRAMA DIPLOMA IN PHARMACEUTICAL SCIENCES
Maharashtra,PATALDHAMAL WADHWANI COLLEGE OF PHARMACY
Maharashtra,INTERNATIONAL SCHOOL OF BUSINESS & MEDIA
Maharashtra,"PES MODERN COLLEGE OF PHARMACY (FOR LADIES),MOSHI, PUNE."
Maharashtra,PHALTAN EDUCATION SOCIETY'S COLLEGE OF ENGINEERING
Maharashtra, PHOENIX INSTITUTE OF TECHNOLOGY
Maharashtra,PICT SCHOOL OF TECHNOLOGY AND MANAGEMENT
Maharashtra,PILLAI'S HOC COLLEGE OF ENGINEERING AND TECHNOLOGY
Maharashtra,MANAGEMENT STUDIES AND RESEARCH
Maharashtra,PILLAI'S INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH
Maharashtra,PIMPRI CHINCHWAD COLLEGE OF ENGINEERING
Maharashtra,TRUST'S PIMPRI CHINCHWAD COLLEGE OF ENGINEERING AND RESEARCH
Maharashtra,MANAGEMENT AND ADMINISTRATION (IBMA) LONI (BK)
Maharashtra,PIRENS' INSTITUTE OF COMPUTER TECHNOLOGY
Maharashtra,"PRASARAK MANDAL'S D. N. PATEL COLLEGE OF ENGINEERING, SHAHADA"
Maharashtra,"POONA COLLEGE OF PHARMACY, ERANDWANE, PUNE"
Maharashtra,"ASSOCIATION S INSTITUTE OF TECHNOLOGY, HADAPSAR"
Maharashtra,RAGHUNATH SABLE COLLEGE OF PHARMACY
Maharashtra,COLLEGE OF PHARMACEUTICAL SCIENCES AND RESEARCH CENTRE
Maharashtra,"COLLEGE OF PHARMACY(DIPLOMA), KHARADI."
Maharashtra,POONA INSTITUTE OF MANAGEMENT SCIENCES AND ENTREPRENEURSHIP
Maharashtra,POST GRADUATE DEPARTMENT OF COMPUTER SCIENCE
Maharashtra,SOCIETY'S INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,"PRABHAT DIPLOMA COLLEGE OF ENGINEERING, RUI"
Maharashtra,PRATAP INSTITUTE OF MANAGEMENT AND TECHNOLOGY
Maharashtra,PRATIBHA INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,PRATIBHATAI PAWAR COLLEGE OF PHARMACY
Maharashtra,PRAVARA CENTRE FOR MANAGEMENT RESEARCH & DEVELOPMENT
Maharashtra,PRAVARA RURAL COLLEGE OF PHARMACY
Maharashtra,PRAVARA RURAL COLLEGE OF PHARMACY (DIPLOMA)
Maharashtra,SOCIETY'S COLLEGE OF PHARMACY (D.PHARM.)
Maharashtra,PRAVARA RURAL ENGINEERING COLLEGE
Maharashtra,PRAVIN PATIL COLLEGE OF DIPLOMA ENGINEERING & TECHNOLOGY-
Maharashtra,PRERNA INSTITUTE OF PHARMACY (D.PHARMACY)
Maharashtra,PRES'S COLLEGE OF PHARMACY (FOR WOMEN)
Maharashtra,INSTITUTE OF MANAGEMENT CAREER DEVELOPMENT AND RESEARCH
Maharashtra,MANAGEMENT DEVELOPMENT & RESEARCH
Maharashtra,PRIN.K.M.KUNDNANI COLLEGE OF PHARMACY
Maharashtra,PRIYADARSHANI YASHODHARA COLLEGE OF PHARMACY
Maharashtra,PRIYADARSHINI BHAGWATI COLLEGE OF ENGINEERING
Maharashtra,PRIYADARSHINI COLLEGE OF ENGINEERING
Maharashtra,PRIYADARSHINI INDIRA GANDHI COLLEGE OF ENGINEERING
Maharashtra,"ENGINEERING AND TECHNOLOGY,NAGPUR."
Maharashtra,PRIYADARSHINI J. L. COLLEGE OF PHARMACY
Maharashtra,"PRIYADARSHINI J.L.COLLEGE OF ENGINEERING,NAGPUR"
Maharashtra,"INSTITUTE OF MANAGEMENT STUDIES & RESEARCH, NAGPUR"
Maharashtra,PROF RAM MEGHE COLLEGE OF ENGINEERING & MANAGEMENT
Maharashtra,PROF. RAM MEGHE INSTITUTE OF TECHNOLOGY AND RESEARCH
Maharashtra,"MODERN COLLEGE OF ENGINEERING, PUNE"
Maharashtra,"PTSP MANDAL'S PHARMACY COLLEGE, MANWATH"
Maharashtra,PTVA'S INSTITUTE OF MANAGEMENT
Maharashtra,PUNE INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,PUNE VIDYARTHI GRIHA'S COLLEGE OF ENGINEERING
Maharashtra,PUNE VIDYARTHI GRIHA'S COLLEGE OF ENGINEERING AND TECHNOLOGY
Maharashtra,PUNE VIDYARTHI GRIHA'S INSTITUTE OF MANAGEMENT
Maharashtra,GOVIND KASHINATH PATE (WANI) INSTITUTE OF MANAGMENT
Maharashtra,PVG'S MAHARASHTRA INSTITUTE OF PRINTING TECHNOLOGY
Maharashtra,PHARMACEUTICAL EDUCATION & RESEARCH
Maharashtra,R. C. PATEL INSTITUTE OF TECHNOLOGY
Maharashtra,R. V. PARANKAR COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,"MANAGEMENT RESEARCH & DEVELOPMENT,SHIRPUR"
Maharashtra,R.C.PATEL INSITUTE OF PHARMACY
Maharashtra,R.G.SAPKAL INSTITUTE OF PHARMACY
Maharashtra,R.J.S.P.M.'S INSTITUTE OF COMPUTER & MANAGEMENT RESEARCH
Maharashtra,R.M.S. INSTITUTE OF PHARMACY
Maharashtra,R.S.C.INSTITUTE OF PHARMACY
Maharashtra,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT
Maharashtra,INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES
Maharashtra, RAJARAM SHINDE COLLEGE OF MBA
Maharashtra,"RAJARAMBAPU COLLEGE OF PHARMACY, KASEGAON"
Maharashtra,RAJARSHI SHAHU COLLEGE OF ENGINEERING
Maharashtra,RAJARSHI SHAHU COLLEGE OF PHARMACY
Maharashtra,RAJARSHI SHAHU COLLEGE OF PHARMACY AND RESEARCH
Maharashtra,RAJARSHI SHAHU INSTITUTE OF MANAGEMENT
Maharashtra,RAJEEV GANDHI COLLEGE OF MANAGEMENT STUDIES
Maharashtra,RAJENDRA MANE COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,RAJESH BHAIYYA TOPE COLLEGE OF PHARMACY
Maharashtra,RAJGAD DNYANPEETH'S COLLEGE OF PHARMACY
Maharashtra,"RAJGAD DNYANPEETH'S INSTITUTE OF PHARMACY BHOR,"
Maharashtra,RAJGAD INSTITUTE OF MANAGEMENT RESEARCH AND DEVELOPMENT
Maharashtra,RAJIV GANDHI COLLEGE OF ENGINEERING
Maharashtra,RAJIV GANDHI COLLEGE OF ENGINEERING AND RESEARCH
Maharashtra,"ENGINEERING, RESEARCH AND TECHNOLOGY"
Maharashtra,RAJMATA JIJAU SHIKSHAN PRASARAK MANDAL'S COLLEGE OF PHARMACY
Maharashtra,"RAJMATA JIJAU SHIKSHAN PRASARAK MANDAL'S, INSTITUTE OF PHARMACY"
Maharashtra,"MANDAL'S C.P.COLLEGE OF D.PHARMACY,JALNA"
Maharashtra,"MANDAL'S, SHRI. R. D. BHAKT COLLEGE OF PHARMACY"
Maharashtra,RAMRAO ADIK INSTITUTE OF TECHNOLOGY
Maharashtra,COMPUTER & INFORMATION TECHNOLOGY
Maharashtra,RAJARSHI SHAHU INSTITUTE OF TECHNOLOGY
Maharashtra,RASIKLAL M. DHARIWAL SINHGAD TECHNICAL INSTITUTES CAMPUS
Maharashtra,RAVI INSTITUTE OF DIPLOMA IN PHARMACY
Maharashtra,REAL INSTITUTE OF MANAGEMENT & RESEARCH
Maharashtra,RENAISSANCE INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,RIZVI COLLEGE OF ENGINEERING
Maharashtra,RIZVI INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH
Maharashtra,RMP'S BHALCHANDRA COLLEGE OF PHARMACY
Maharashtra,RMP'S BHALCHANDRA INSTITUTE OF PHARMACY
Maharashtra,ROHIDAS PATIL INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,ROYAL COLLEGE OF PHARMACEUTICAL EDUCATION & RESEARCH
Maharashtra,RUSTOMJEE BUSINESS SCHOOL
Maharashtra,S A V ACHARYA INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,"S B JAIN INSTITUTE OF TECHNOLOGY, MANAGEMENT AND RESEARCH"
Maharashtra,S K N SINHGAD BUSINESS SCHOOL
Maharashtra,S K N SINHGAD COLLEGE OF ENGINEERING
Maharashtra,S K N SINHGAD SCHOOL OF BUSINESS MANAGEMENT
Maharashtra,S LATE NARAYANDAS BHAWANDAS CHHABADA INSTITUTE OF ENGG
Maharashtra,S. B. PATIL COLLEGE OF ENGINEERING
Maharashtra,S. B. PATIL INSTITUTE OF MANAGEMENT
Maharashtra,"S. D. PATIL INSTITUTE OF PHARMACY, URUN-ISLAMPUR"
Maharashtra,S. N. D. DIPLOMA COLLEGE OF PHARMACY
Maharashtra,S. P. JAIN INSTITUTE OF MANAGEMENT & RESEARCH
Maharashtra,S.B.N.M. D. PHARMACY COLLEGE ALANI
Maharashtra,G.H.RAISONI INSTITUTE OF MANAGEMENT AND RESEARCH
Maharashtra,S.M.B.T. COLLEGE OF PHARMACY
Maharashtra,S.M.B.T. INSTITUTE OF D. PHARMACY
Maharashtra,S.N.D.COLLEGEOF PHARMACY
Maharashtra,S.N.G. INSTITUTE OF MANAGEMENT AND RESEARCH
Maharashtra,S.N.RAI INSTITUTE OF ENGG& TECHNOLOGY
Maharashtra,S.V.P.M.'S COLLEGE OF ENGINEERING
Maharashtra,SADHU VASWANI INSTITUTE OF MANAGEMENT STUDIES FOR GIRLS
Maharashtra,MOHITE-PATIL INSTITUTE OF TECHNOLOGY & RESEARCH
Maharashtra,"SAHYADRI COLLEGE OF PHARMACY, METHWADE"
Maharashtra,"SAHYADRI INSTITIUTE OF MANAGEMENT STUDIES, TATHAWADE"
Maharashtra,"SAHYADRI INSTITUTE OF MANAGEMENT & RESERCH, SAWARDE"
Maharashtra,"SAHYADRI SHIKSHAN SANSTHA, COLLEGE OF PHARMACY"
Maharashtra,SAHYADRI VALLEY COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,SAI INSTITUTE OF ENGINEERING AND TECHNOLOTY
Maharashtra,SAI SINHGAD BUSINESS SCHOOL
Maharashtra,SAIBALAJI INTERNATIONAL INTSTITUTE OF MANAGEMENT SCIENCES
Maharashtra,SAIKRUPA INSTITUTE OF MANAGEMENT SCIENCE
Maharashtra,SAKET COLLEGE OF MANAGEMENT
Maharashtra,SAMARTH GROUP OF INSTITUTIONS
Maharashtra,SAMARTH INSTITUTE OF PHARMACY
Maharashtra,SANDIP INSTITUE OF ENGINEERING & MANAGEMENT
Maharashtra,SANDIP INSTITUTE OF PHARMACEUTICAL SCIENCES
Maharashtra,TECHNICAL CAMPUS - FACULTY OF ENGINEERING
Maharashtra,SANGHAVI COLLEGE OF ENGINEERING
Maharashtra,SANJAY EDUCATION SOCIETY'S COLLEGE OF ENGINEERING
Maharashtra,SANJAY EDUCATION SOCIETY'S INSTITUTE OF PHARMACY
Maharashtra,SANJEEVAN ENGINEERING & TECHNOLOGY INSTITUTE
Maharashtra,"PHARMACEUTICAL EDUCATION AND RESEARCH, KOPARGAON"
Maharashtra,SANJIVANI PRATISTHAN INSTITUTE OF TECHNOLOGY
Maharashtra,SANJIVANI RURAL EDUCATION SOCIETY'S COLLEGE OF ENGINEERING
Maharashtra,SANKALP BUSINESS SCHOOL
Maharashtra,SANMATI ENGINEERING COLLEGE
Maharashtra,MANAGEMENT AND BUSINESS ADMINISTRATION
Maharashtra,SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING
Maharashtra,SANT GAJANAN MAHARAJ COLLEGE OF PHARMACY
Maharashtra,SANT GAJANAN MAHARAJ RURAL PHARMACY COLLEGE
Maharashtra,SARASWATHI VIDYA BHAVAN`S COLLEGE OF PHARMACY
Maharashtra,SARASWATI COLLEGE
Maharashtra,"ENGINEERING, KHARGHAR, NAVI- MUMBAI"
Maharashtra,ENGINEERING AND FACULTY OF MANAGEMENT
Maharashtra,SARDAR PATEL COLLEGE OF ENGINEERING
Maharashtra,DEPARTMENT OF COMPUTER STUDIES & RESEARCH
Maharashtra,SARSWATI INSTITUTE OF PHARMACY
Maharashtra,"INSTITUTE OF MANAGEMENT STUDIES & RESEARCH,KOSARA, CHANDRAPUR"
Maharashtra,SAS INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,SASMIRA'S INSTITUTE OF MANAGEMENT STUDIES & RESEARCH
Maharashtra,SASMIRA'S INSTITUTE OF MAN-MADE TEXTILES
Maharashtra,"SATARA COLLEGE OF ENGINEERING & MANAGEMENT LIMB,SATARA"
Maharashtra,"SATARA COLLEGE OF PHARMACY,SATARA."
Maharashtra,SAVITRIBAI COLLEGE OF PHARMACY
Maharashtra,SAVITRIBAI PHULE WOMENS ENGINEERING COLLEGE
Maharashtra,SAWKAR PHARMACY COLLEGE
Maharashtra,SAYALI CHRITABLE TRUST'S COLLEGE OF PHARMACY(DIPLOMA)
Maharashtra,SCHOOL OF COMMERCE AND MANAGEMENT SCIENCES
Maharashtra,"SCEINCES, SWAMI RAMANAND TEERTH MARATHWADA UNIVERSITY"
Maharashtra,"RAMANAND TEERTH MARATHWADA UNIVERSITY, NANDED"
Maharashtra,SCSSS'S SITABAI THITE COLLEGE OF PHARMACY
Maharashtra,SCTR'S PUNE INSTITUTE OF COMPUTER TECHNOLOGY
Maharashtra,SF'S SANDIP INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE
Maharashtra,SGB AMRAVATI UNIVERSITY
Maharashtra,"SGSPS, INSTITUTE OF PHARMACY"
Maharashtra,SGSS'S COLLEGE OF PHARMACY
Maharashtra,SHAH AND ANCHOR KUTCHHI ENGINEERING COLLEGE
Maharashtra,"SHANTI EDUCATION SOCIETY'S, A.G. PATIL INSTITUTE OF TECHNOLOGY"
Maharashtra,SHANTINIKETAN BUSINESS SCHOOL
Maharashtra,SHARAD INSTITUTE OF TECHNOLOGY COLLEGE OF ENGINEERING
Maharashtra,SHARADCHADRA PAWAR INSTITUTE OF MANAGEMENT
Maharashtra,SHARADCHANDRA PAWAR COLLEGE OF ENGINEERING
Maharashtra,SHARADCHANDRA PAWAR COLLEGE PHARMACY
Maharashtra,SHARADCHANDRA PAWAR INSTITUTE OF ENGINEERING & TECHNOLOGY
Maharashtra,SHARADCHANDRA PAWAR INSTITUTE OF PHARMACY
Maharashtra,SHATABDI INSTITUTE OF ENGINEERING & RESEARCH
Maharashtra,SHATABDI INSTITUTE OF TECHNOLOGY
Maharashtra,SHEILA RAHEJA SCHOOL OF BUSINESS MANAGEMENT & RESEARCH
Maharashtra,SHELLINO EDUCATION SOCIETY'S ARUNAMAI COLLEGE OF PHARMACY
Maharashtra,"NANASAHEB R.G.PATIL INSTITUTE OF PHARMACY,MAMURABAD,JALGAON"
Maharashtra,SHETH SHRI OTARMAL SHESHMAL PARMAR COLLEGE OF DIPLOMA ENGG.
Maharashtra,"SEKSARIA COLLEGE OF COMMERCE,WARDHA"
Maharashtra,CENTER FOR MANAGEMENT AND RESEARCH
Maharashtra,"SHIKSHAN PRASARAK MANDAL, INSTITUTE OF PHARMACY, WANI"
Maharashtra,"STUDIES, NABIRA MAHAVIDYALAYA, KATOL"
Maharashtra,SHIVAJIRAO S JONDHALE COLLEGE OF ENGINEERING
Maharashtra,SHIVAJIRAO S JONDHALE POLYTECNIC
Maharashtra,SHIVAJIRAO S JONDHLE COLLEGE OF PHARMACY
Maharashtra,MANAGEMENT SCIENCE AND RESEARCH
Maharashtra,SHIVAJIRAO S. JONDHLE COLLEGE OF ENGINEERING &TECHNOLOGY
Maharashtra,"CAMPUS, FACULTY OF DEGREE ENGINEERING, PATGAON MIRAJ."
Maharashtra,"CAMPUS, FACULTY OF DIPLOMA ENGINEERING, PATGAON, MIRAJ."
Maharashtra,SHIVGITA INSTITUTE OF DIPLOMA IN PHARMACY
Maharashtra,SHIVLINGESHWAR COLLEGE OF PHARMACY
Maharashtra,SHIVNAGAR VIDYA PRASARAK MANDA'LS INSTITUTE OF PHARMACY
Maharashtra,SHIVNERI INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,SHIVNERI INSTITUTE OF PHARMACY
Maharashtra,SHIVNERI POLYTECHIC
Maharashtra,SHRE PUSHPASEN SAWANT COLLEGE OF DIPLOMA IN PHARMACY
Maharashtra,SHREE AMBABAI TALIM SANSTHA'S DIPLOMA IN PHARMACY
Maharashtra,SHREE BABASAHEB GHARFALKAR COLLEGE OF PHARMACY
Maharashtra,SOCIETY'S INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT
Maharashtra,SOCIETY'S INDIRA COLLEGE OF PHARMACY
Maharashtra,"""TIRUPATI INSTITUTE OF MANAGEMENT"""
Maharashtra,SHREE L.R. TIWARI COLLEGE OF ENGINEERING
Maharashtra,SHREE MAHAVIR EDU. SOCIETY'S INSTITUTE OF TECHNOLOGY
Maharashtra,"SHREE P. E. (TATYA) PATIL INSTITUTE OF PHARMACY, JALGAON"
Maharashtra,SHREE RAMCHANDRA COLLEGE OF ENGINNERING
Maharashtra,SHREE SAINATH COLLEGE OF PHARMACY
Maharashtra,SHREE SANT MUKTABAI INSTITUTE OF TECHNOLOGY (PHARMACY)
Maharashtra,SHREE SANTKRUPA COLLEGE OF PHARMACY
Maharashtra,SHREE SANTKRUPA INSTITUTE OF ENGINEERING & TECHNOLOGY
Maharashtra,SANSTHA'S COLLEGE OF PHARMACY (D.PHARM)
Maharashtra,"OF PHARMACEUTICAL EDUCATION & RESEARCH, JAMNER"
Maharashtra,"COLLEGE OF PHARMACY, WARANANAGAR"
Maharashtra,SHREEYASH INSTITUTE OF MANAGEMENT
Maharashtra,SHREEYASH COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,"SANJAY BHOKRE GROUP OF INSTITUTES, MIRAJ."
Maharashtra,SHRI AMOLAK JAIN VIDYA PRASARAK MANDAL'S PHARMACY COLLEGE
Maharashtra,"SHRI BABULALJI AGNIHOTRI SCHOOL OF TECHNOLOGY, WARDHA"
Maharashtra,SHRI BALAJI SHIKSHAN PRASARAK MANDAL'S B.PHARMACY COLLEGE
Maharashtra,PRASARAK MANDAL'S ASHOKRAO MANE GROUP OF INSTITUTIONS
Maharashtra,HOTEL MANAGEMENT AND CATERING TECHNOLOGY
Maharashtra,SHRI BHAGWAN COLLEGE OF PHARMACY
Maharashtra,MANDAL'DIPLOMA IN PHARMACY INSTITUE (D.PHARM)
Maharashtra,SHRI BSPM'S INSTITUTE OF PHARMACY (D. PHARM)
Maharashtra,SHIKSHAN SANSTHA'S SITABAI THITE COLLEGE OF PHARMACY(POLY.)
Maharashtra,PHARMACY MAREGAON DIST. YAVATMAL
Maharashtra,SHRI CHHATRAPATI SHIVAJI MAHARAJ COLLEGE OF ENGINEERING
Maharashtra,SHRI CHHATRAPATI SHIVAJIRAJE COLLEGE OF ENGINEERING
Maharashtra,SHRI CHIMASAHEB JAGDALE INSTITUTE OF TECHNOLOGY
Maharashtra,SHRI DEEPCHAND FAKIRCHAND LODHA PHARMACY COLLEGE
Maharashtra,"MANDALS ,DIPLOMA IN PHARMACY INSTITUTE"
Maharashtra,SHRI DHONDU BALIRAM PAWAR COLLEGE OF MANAGEMENT
Maharashtra,SHRI FATTECHAND JAIN COLLEGE OF PHARMACY
Maharashtra,SHRI FATTECHAND JAIN COLLEGE OF PHARMACY (B.PHARM)
Maharashtra,"SHRI GULABRAO DEOKAR COLLEGE OF ENGINEERING, JALGAON"
Maharashtra,"OF PHARMACY AND RESEARCH CENTER, JALGAON"
Maharashtra,SHRI GURU GOBIND SINGHJI INSTITUTE OF ENGINEERING AND TECHNOLOGY
Maharashtra,SHRI JAYKUMAR RAWAL INSTITUTE OF TECHNOLOGY
Maharashtra,SHRI K. R. PANDAV INSTITUTE OF PHARMACY
Maharashtra,DNYANSAGAR INSTITUTE OF MANAGEMENT & RESEARCH
Maharashtra,SHRI LAXMANRAO MANKAR INSTITUTE OF PHARMACY
Maharashtra,SHRI PANDIT ANNA PATIL COLLEGE OF ENGINEERING
Maharashtra,"RAMDEO TEKDI, GITTIKHADAN, KATOL ROAD, NAGPUR"
Maharashtra,"MANDAL, D.D.VISPUTE COLLEGE OF PHARMACY & RESEARCH CENTER"
Maharashtra,"SANSTHA'S SACHHIDANAND INSTITUTE OF DIPLOMA IN PHARMACY, KORADI"
Maharashtra,"SHRI SADGURU DATTA INSTITUTE OF PHARMACY, KUHI."
Maharashtra,SHRI SAI COLLEGE OF ENGINEERING
Maharashtra,SHRI SAI COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,SHRI SAI INSTITUTE OF MANAGEMENT & RESEARCH
Maharashtra,SHRI SAI INSTITUTE OF TECHNOLOGY
Maharashtra,SHRI SAI INSTITUTE OF TECHNOLOGY
Maharashtra,"ENGINEERING, RESEARCH AND ALLIED SCIENCES"
Maharashtra,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING
Maharashtra,SHRI SHANKARPRASAD AGNIHOTRI COLLEGE OF ENGINEERING
Maharashtra,"AMRAVATI'S, SCIENCE COLLEGE, (MCA) NAGPUR"
Maharashtra,ENGINEERING AND MANAGEMENT STUDIES
Maharashtra,SHRI SHIVAJI INSTITUTE OF PHARMACY
Maharashtra,"MANDAL, SHRI CHHATRAPATI SHIVAJI COLLEGE OF ENGINEERING"
Maharashtra,"SHIVAJIRAO DEORE COLLEGE OF ENGINEERING, DHULE"
Maharashtra,"PRASARAK MANDALS, SOMESHWAR ENGINEERING COLLEGE"
Maharashtra,SHRI SWAMI SAMARTH INSTITUTE OF PHARMACY
Maharashtra,"SHRI SWAMI VIVEKANAND SHIKSHAN SANSTHA'S INSTITUTE OF PHARMACY,"
Maharashtra,SHRI TIRUPATI TANTRA NIKETAN
Maharashtra,SHRI TULJABHAVANI COLLEGE OF ENGINEERING
Maharashtra,"SHRI V. D. DESHMUKH COLLEGE OF MCA, KOLPA LATUR"
Maharashtra,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING
Maharashtra,INSTITUTE'S COLLEGE OF PHARMACY (POLY.)
Maharashtra,"RESEARCH INSTITUTES'S COLLEGE OF PHARMACY, PANDHARPUR"
Maharashtra,D.PHARMACY INSTITUTE SANGULWADI Western SHRI. ANAND COLLEGE OF PHARMACY
Maharashtra,SHRI. DATTA MEGHE COLLEGE OF ARCHITECTURE
Maharashtra,SHRI. SHIVAJIRAO DESHMUKH INSTITUTE OF TECHNOLOGY
Maharashtra,NIMBALKAR INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,SHRIRAM INSTITUTE OF ENGINEERING AND TECHNOLOGY CENTRE
Maharashtra,SIDDHANT COLLEGE OF ENGINEERING
Maharashtra,SIDDHANT COLLEGE OF PHARMACY
Maharashtra,SIDDHANT COLLGE OF PHARMACY
Maharashtra,SIDDHANT INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,SIDDHANT INSTITUTE OF COMPUTER APPLICATION
Maharashtra,SIDDHIVINAYAK COLLEGE OF PARMACY Western SIDDHIVINAYAK TECHNICAL CAMPUS
Maharashtra,SINDHUDURG SHIKSHAN PRASARAK MANDAL'S COLLEGE OF ENGINEERING
Maharashtra,SINHGAD ACADEMY OF ENGINEERING
Maharashtra,SINHGAD BUSINESS SCHOOL
Maharashtra,SINHGAD BUSINESS SCHOOL
Maharashtra,SINHGAD COLLEGE OF ENGINEERING
Maharashtra,ADMINISTRATION & COMPUTER APPLICATION
Maharashtra,ADMINISTRATION & COMPUTER APPLICATION
Maharashtra,SINHGAD INSTITUTE OF BUSINESS ADMINISTRATION AND RESEARCH
Maharashtra,SINHGAD INSTITUTE OF BUSINESS ADMINISTRATION AND RESEARCH
Maharashtra,SINHGAD INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,SINHGAD INSTITUTE OF BUSINESS MANAGEMENT (MBA)
Maharashtra,SINHGAD INSTITUTE OF BUSINESS MANAGEMENT (MCA)
Maharashtra,SINHGAD INSTITUTE OF COMPUTER SCIENCES
Maharashtra,MANAGEMENT & CATERING TECHNOLOGY
Maharashtra,SINHGAD INSTITUTE OF MANAGEMENT AND COMPUTER APPLICATION
Maharashtra,"SINHGAD INSTITUTE OF MANAGEMENT, (MBA PROGRAMME)"
Maharashtra,SINHGAD INSTITUTE OF MGMT & COMPUTER APPLICATION
Maharashtra,"PHARMACEUTICAL SCIENCES, LONAVALA"
Maharashtra,SINHGAD INSTITUTE OF PHARMACY
Maharashtra,SINHGAD INSTITUTE OF TECHNOLOGY
Maharashtra,SINHGAD INSTITUTE OF TECHNOLOGY AND SCIENCE
Maharashtra,SINHGAD MANAGEMENT SCHOOL
Maharashtra,SINHGAD SCHOOL OF BUSINESS STUDIES
Maharashtra,SINHGAD SCHOOL OF COMPUTER STUDIES
Maharashtra,SOCIETY'S SINHGAD COLLEGE OF PHARMACY
Maharashtra,SIPNA COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,SIR J. J. INSTITUTE OF APPLIED ART
Maharashtra,MANAGEMENT STUDIES AND RESEARCH
Maharashtra,SIR VISVESVARAYA INSTITUTE OF TECHNOLOGY
Maharashtra,SKN SINHGAD INSTITUTE OF TECHNOLOGY & SCIENCE
Maharashtra,SKSET'S LEXICON INSTITUTE OF MANAGEMENT EDUCATION
Maharashtra,"MANAGEMENT, INFORMATION TECHNOLOGY & RESEARCH"
Maharashtra,SMT. KASHIBAI NAVALE COLLEGE OF ENGINEERING
Maharashtra,SMT. KASHIBAI NAVALE COLLEGE OF PHARMACY
Maharashtra,SMT. KISHORITAI BHOYAR COLLEGE OF PHARMACY
Maharashtra,SMT. KUSUMTAI WANKHEDE INSTITUTE OF PHARMACY
Maharashtra,"SMT. RADHIKATAI PANDAV COLLEGE OF ENGINEERING,"
Maharashtra,SMT.RAJSHREE MULAK COLLEGE OF ENGINEERING FOR WOMEN
Maharashtra,SMT.SHANTABAI PATIL INSTITUTE OF DIPLOMA IN PHARAMACY
Maharashtra,"PATIL COLLEGE OF PHARMACY, CHOPDA"
Maharashtra,PATIL INSTITUTE OF TECHNOLOGY (D.PHARMACY)
